0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,3_answers,3_clear_goals,3_course_name,3_course_rate,3_course_requirements,3_dept,3_feedback,3_hrs_week,3_level,3_num,3_prof_interest,3_respect,3_semester,3_semester_int,3_students,3_subject_importance,3_subject_matter,3_teaching_rate,3_year,4_answers,4_clear_goals,4_course_name,4_course_rate,4_course_requirements,4_dept,4_feedback,4_hrs_week,4_level,4_num,4_prof_interest,4_respect,4_semester,4_semester_int,4_students,4_subject_importance,4_subject_matter,4_teaching_rate,4_year
4,3.75,GRAD DIRCTG:TXT STGE,4.25,3.75,DRA,4.5,4.25,Graduate,54721,5.0,5.0,Fall,9,4,4.75,4.5,4.75,2017,1,5.0,GRAD DIRCTG:TXT STGE,5.0,5.0,DRA,5.0,5.0,Graduate,54721,5.0,5.0,Spring,1,4,5.0,5.0,5.0,2017,1,4.0,GRAD DIRCTG:TXT STGE,3.0,4.0,DRA,4.0,2.0,Graduate,54721,3.0,3.0,Spring,1,3,4.0,4.0,4.0,2016,3,4.666666666666667,GRAD DIRCTG:TXT STGE,4.333333333333333,4.333333333333333,DRA,5.0,6.0,Graduate,54721,4.666666666666667,5.0,Fall,9,7,5.0,4.666666666666667,4.666666666666667,2014,2,2.5,GRAD DIRCTG:TXT STGE,3.0,2.5,DRA,3.5,,Graduate,54721,2.5,2.5,Fall,9,19,3.0,3.0,3.0,2013
2,3.5,GRAD DANCE LGHTG DES,4.5,3.0,DRA,4.5,2.0,Graduate,54724,4.0,4.5,Spring,1,3,3.5,3.5,4.0,2017,2,4.0,GRAD DANCE LGHTG DES,5.0,4.0,DRA,5.0,5.0,Graduate,54724,5.0,4.5,Spring,1,4,5.0,4.5,4.5,2016,3,4.0,GRAD DANCE LGHTG DES,4.33,4.67,DRA,4.0,2.0,Graduate,54724,4.33,4.67,Spring,1,9,4.0,4.0,4.33,2015,4,5.0,GRAD DANCE LGHTG DES,4.75,5.0,DRA,5.0,,Graduate,54724,5.0,5.0,Spring,1,8,5.0,4.75,4.75,2014,1,5.0,GRAD DANCE LGHTG DES,5.0,5.0,DRA,5.0,,Graduate,54724,5.0,5.0,Spring,1,4,5.0,5.0,5.0,2013
1,5.0,GRAD SCENC DESG EXPL,4.0,4.0,DRA,5.0,8.0,Graduate,54731,5.0,5.0,Fall,9,4,5.0,4.0,4.0,2017,1,4.0,GRAD SCENC DESG EXPL,5.0,3.0,DRA,4.0,14.0,Graduate,54731,5.0,2.0,Fall,9,4,4.0,4.0,4.0,2016,2,4.5,GRAD SCENC DESG EXPL,4.0,3.0,DRA,4.5,17.5,Graduate,54731,5.0,5.0,Fall,9,2,4.5,4.5,4.5,2015,1,5.0,GRAD SCENC DESG EXPL,5.0,4.0,DRA,4.0,14.0,Graduate,54731,5.0,5.0,Fall,9,2,4.0,5.0,5.0,2014,3,4.67,GRAD SCENC DESG EXPL,5.0,4.67,DRA,5.0,,Graduate,54731,5.0,5.0,Fall,9,4,5.0,4.67,5.0,2013
1,5.0,GRD FUNDML COSTM DES,5.0,5.0,DRA,5.0,8.0,Graduate,54741,5.0,5.0,Fall,9,4,5.0,4.0,5.0,2017,4,3.75,GRD FUNDML COSTM DES,4.0,4.25,DRA,3.75,15.75,Graduate,54741,4.5,4.75,Fall,9,7,4.25,3.75,4.5,2016,3,4.33,GRD FUNDML COSTM DES,4.67,4.33,DRA,4.67,17.33,Graduate,54741,4.67,4.67,Fall,9,5,4.67,4.67,4.33,2015,4,4.5,GRD FUNDML COSTM DES,4.75,4.5,DRA,4.75,8.0,Graduate,54741,5.0,5.0,Fall,9,7,5.0,4.75,4.75,2014,3,5.0,GRD FUNDML COSTM DES,4.67,4.67,DRA,5.0,,Graduate,54741,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2013
1,3.0,GR HISTRY OF CLOTHNG,3.0,3.0,DRA,4.0,5.0,Graduate,54745,4.0,3.0,Fall,9,5,3.0,2.0,3.0,2017,4,3.25,GR HISTRY OF CLOTHNG,3.5,3.5,DRA,4.5,12.75,Graduate,54745,4.25,4.75,Fall,9,6,4.0,3.5,3.5,2016,3,4.67,GR HISTRY OF CLOTHNG,4.67,4.67,DRA,4.67,12.33,Graduate,54745,4.67,4.67,Fall,9,6,4.67,4.67,4.67,2015,2,4.0,GR HISTRY OF CLOTHNG,4.5,4.0,DRA,4.0,6.5,Graduate,54745,4.0,3.5,Fall,9,5,4.5,4.5,4.0,2014,3,5.0,GR HISTRY OF CLOTHNG,4.67,5.0,DRA,5.0,,Graduate,54745,5.0,5.0,Fall,9,5,5.0,4.67,4.67,2013
3,4.0,INTRO GRAD PRODUCTN,3.33,4.0,DRA,4.0,9.0,Graduate,54749,3.33,3.0,Fall,9,8,3.33,3.33,4.0,2017,3,4.33,INTRO GRAD PRODUCTN,3.67,3.33,DRA,2.67,8.0,Graduate,54749,4.0,4.33,Fall,9,7,4.33,4.33,4.0,2016,4,4.75,INTRO GRAD PRODUCTN,4.75,4.75,DRA,4.0,9.5,Graduate,54749,4.5,4.75,Fall,9,5,5.0,5.0,4.75,2015,4,4.5,INTRO GRAD PRODUCTN,4.0,4.25,DRA,4.25,6.5,Graduate,54749,4.5,4.5,Fall,9,4,4.25,4.25,4.25,2014,3,5.0,INTRO GRAD PRODUCTN,5.0,5.0,DRA,4.67,,Graduate,54749,4.67,4.67,Fall,9,3,4.67,4.67,5.0,2013
1,4.0,GRAD STAGE MGMT I,4.0,4.0,DRA,3.0,11.0,Graduate,54781,4.0,4.0,Fall,9,3,4.0,4.0,4.0,2017,1,4.0,GRAD STAGE MGMT I,4.0,3.0,DRA,3.0,14.0,Graduate,54781,4.0,4.0,Fall,9,4,4.0,4.0,5.0,2016,3,4.67,GRAD STAGE MGMT I,5.0,4.67,DRA,4.33,8.0,Graduate,54781,4.67,5.0,Fall,9,3,5.0,5.0,4.67,2015,3,4.33,GRAD STAGE MGMT I,4.33,4.33,DRA,4.0,8.0,Graduate,54781,4.33,4.33,Fall,9,3,4.67,4.67,4.33,2014,2,5.0,GRAD STAGE MGMT I,5.0,5.0,DRA,5.0,,Graduate,54781,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2013
19,4.89,COLLOQUIUM,4.58,4.95,DRA,4.63,7.26,Graduate,54785,4.84,5.0,Fall,9,35,4.89,4.79,4.74,2016,11,4.18,COLLOQUIUM,3.9100000000000006,4.64,DRA,4.09,8.0,Graduate,54785,4.45,4.64,Spring,1,25,4.27,4.09,4.36,2016,18,4.33,COLLOQUIUM,4.0,4.56,DRA,4.22,8.18,Graduate,54785,4.28,4.67,Fall,9,20,4.11,4.17,4.44,2015,14,4.79,COLLOQUIUM,4.5,4.86,DRA,4.14,6.85,Graduate,54785,4.86,4.93,Fall,9,23,4.64,4.64,4.64,2014,25,4.76,COLLOQUIUM,4.4,4.96,DRA,4.72,,Graduate,54785,4.84,4.92,Fall,9,32,4.8,4.72,4.84,2013
19,3.581052631578947,COLLOQUIUM,3.4721052631578946,3.737368421052631,DRA,3.7347368421052636,8.783157894736842,Graduate,54785,4.004736842105263,4.317368421052632,Spring,1,34,3.7394736842105263,3.5784210526315787,3.5784210526315787,2017,19,4.89,COLLOQUIUM,4.58,4.95,DRA,4.63,7.26,Graduate,54785,4.84,5.0,Fall,9,35,4.89,4.79,4.74,2016,11,4.18,COLLOQUIUM,3.9100000000000006,4.64,DRA,4.09,8.0,Graduate,54785,4.45,4.64,Spring,1,25,4.27,4.09,4.36,2016,18,4.33,COLLOQUIUM,4.0,4.56,DRA,4.22,8.18,Graduate,54785,4.28,4.67,Fall,9,20,4.11,4.17,4.44,2015,14,4.79,COLLOQUIUM,4.5,4.86,DRA,4.14,6.85,Graduate,54785,4.86,4.93,Fall,9,23,4.64,4.64,4.64,2014
32,4.061875000000001,COLLOQUIUM,3.655625,4.219375,DRA,4.0925,6.875,Graduate,54785,4.25,4.469375,Fall,9,58,3.749375,3.96875,4.155625000000001,2017,19,3.581052631578947,COLLOQUIUM,3.4721052631578946,3.737368421052631,DRA,3.7347368421052636,8.783157894736842,Graduate,54785,4.004736842105263,4.317368421052632,Spring,1,34,3.7394736842105263,3.5784210526315787,3.5784210526315787,2017,19,4.89,COLLOQUIUM,4.58,4.95,DRA,4.63,7.26,Graduate,54785,4.84,5.0,Fall,9,35,4.89,4.79,4.74,2016,11,4.18,COLLOQUIUM,3.9100000000000006,4.64,DRA,4.09,8.0,Graduate,54785,4.45,4.64,Spring,1,25,4.27,4.09,4.36,2016,18,4.33,COLLOQUIUM,4.0,4.56,DRA,4.22,8.18,Graduate,54785,4.28,4.67,Fall,9,20,4.11,4.17,4.44,2015
2,4.0,GRAD SCREENWRITING I,4.5,4.0,DRA,5.0,6.5,Graduate,54787,4.5,4.5,Fall,9,6,5.0,4.0,4.5,2017,4,3.75,GRAD SCREENWRITING I,3.75,3.75,DRA,4.5,6.5,Graduate,54787,4.75,5.0,Fall,9,6,4.75,4.75,4.0,2016,2,4.0,GRAD SCREENWRITING I,4.5,3.5,DRA,4.5,9.5,Graduate,54787,4.0,4.5,Fall,9,6,5.0,5.0,4.5,2015,4,3.5,GRAD SCREENWRITING I,3.5,2.67,DRA,4.0,5.0,Graduate,54787,3.33,4.0,Fall,9,6,3.5,3.0,3.5,2014,3,4.67,GRAD SCREENWRITING I,5.0,4.67,DRA,5.0,,Graduate,54787,5.0,4.67,Fall,9,6,5.0,4.67,5.0,2013
2,4.5,GRAD SCREENWRTG II,5.0,5.0,DRA,5.0,,Graduate,54788,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2017,1,3.0,GRAD SCREENWRTG II,4.0,4.0,DRA,4.0,8.0,Graduate,54788,5.0,5.0,Spring,1,6,5.0,4.0,4.0,2016,3,3.33,GRAD SCREENWRTG II,4.0,3.33,DRA,4.33,5.0,Graduate,54788,4.33,4.33,Spring,1,6,4.0,4.0,3.67,2015,4,4.75,GRAD SCREENWRTG II,5.0,4.75,DRA,5.0,,Graduate,54788,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2014,3,4.67,GRAD SCREENWRTG II,4.33,4.67,DRA,5.0,,Graduate,54788,5.0,4.67,Spring,1,4,5.0,4.67,4.67,2013
5,4.0,GRAD PRDCTN RSRC MGT,4.0,4.0,DRA,3.8,9.8,Graduate,54790,4.2,4.4,Spring,1,5,4.2,4.2,4.2,2017,5,4.6,GRAD PRDCTN RSRC MGT,4.8,4.4,DRA,4.6,7.4,Graduate,54790,4.8,4.8,Spring,1,5,4.4,4.4,4.4,2016,3,4.0,GRAD PRDCTN RSRC MGT,4.33,4.67,DRA,3.0,8.0,Graduate,54790,4.33,4.33,Spring,1,3,4.67,4.33,4.0,2015,6,3.83,GRAD PRDCTN RSRC MGT,4.0,3.5,DRA,3.5,,Graduate,54790,4.0,4.67,Spring,1,6,4.17,4.17,4.0,2014,4,4.25,GRAD PRDCTN RSRC MGT,4.5,4.0,DRA,4.5,,Graduate,54790,4.25,4.5,Spring,1,4,4.5,4.75,4.25,2013
2,4.5,PLAYWRITING I,4.5,5.0,DRA,5.0,14.0,Graduate,54791,5.0,5.0,Fall,9,6,5.0,4.5,4.5,2017,4,5.0,PLAYWRITING I,5.0,5.0,DRA,5.0,8.75,Graduate,54791,5.0,5.0,Fall,9,6,5.0,5.0,5.0,2016,2,4.0,PLAYWRITING I,4.5,4.0,DRA,3.5,20.5,Graduate,54791,5.0,4.5,Fall,9,6,5.0,3.5,5.0,2015,4,4.75,PLAYWRITING I,5.0,4.75,DRA,5.0,15.0,Graduate,54791,5.0,4.75,Fall,9,6,4.75,5.0,4.75,2014,4,4.75,PLAYWRITING I,5.0,5.0,DRA,5.0,,Graduate,54791,5.0,5.0,Fall,9,6,5.0,4.75,5.0,2013
2,4.5,PLAYWRITING II,5.0,5.0,DRA,5.0,,Graduate,54792,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2017,1,5.0,PLAYWRITING II,5.0,5.0,DRA,5.0,11.0,Graduate,54792,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2016,3,5.0,PLAYWRITING II,5.0,5.0,DRA,5.0,11.0,Graduate,54792,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2015,4,5.0,PLAYWRITING II,5.0,5.0,DRA,5.0,,Graduate,54792,5.0,5.0,Spring,1,6,5.0,5.0,5.0,2014,3,5.0,PLAYWRITING II,5.0,5.0,DRA,5.0,,Graduate,54792,5.0,5.0,Spring,1,4,5.0,5.0,5.0,2013
8,4.375,GRAD PROFESSL PREP,4.375,4.25,DRA,4.5,5.0,Graduate,54799,4.5,4.5,Fall,9,36,4.5,4.5,4.5,2017,2,3.0,GRAD PROFESSL PREP 1,3.0,2.0,DRA,2.5,5.0,Graduate,54799,3.5,3.5,Fall,9,16,3.5,3.5,3.5,2016,4,2.0,GRAD PROFESSL PREP 1,1.5,2.0,DRA,2.25,5.0,Graduate,54799,2.75,1.75,Fall,9,26,2.0,2.0,2.0,2015,8,4.0,GRAD PROFESSL PREPTN,4.0,4.0,DRA,3.75,3.5,Graduate,54799,3.875,4.0,Fall,9,26,4.125,4.125,3.875,2014,2,5.0,GRAD PROFESSL PREPTN,5.0,5.0,DRA,5.0,,Graduate,54799,5.0,5.0,Fall,9,12,5.0,5.0,5.0,2013
2,3.5,GRAD PROFSL PREP 2,3.0,2.5,DRA,3.0,1.0,Graduate,54800,3.5,3.5,Spring,1,16,3.0,3.0,3.5,2017,6,3.6650000000000005,GRAD PROFSL PREP 2,3.6650000000000005,3.6650000000000005,DRA,3.6650000000000005,4.5,Graduate,54800,3.5,3.6650000000000005,Spring,1,24,3.6650000000000005,3.6650000000000005,3.6650000000000005,2016,6,4.33,GRAD PROFSTL PREP 2,4.0,4.33,DRA,4.165,7.0,Graduate,54800,4.33,4.165,Spring,1,26,4.33,4.33,4.33,2015,4,3.5,GRAD PROFSTL PREPRTN,3.0,3.0,DRA,3.75,,Graduate,54800,3.75,3.5,Spring,1,14,3.5,3.5,3.5,2014,4,3.75,GRAD PROFSTL PREPRTN,2.75,3.5,DRA,4.0,,Graduate,54800,3.75,4.0,Spring,1,34,3.5,3.75,3.75,2013
1,5.0,GR DRAW THEATRCL DES,5.0,4.0,DRA,5.0,14.0,Graduate,54811,5.0,5.0,Fall,9,2,5.0,4.0,5.0,2017,3,3.67,GR DRAW THEATRCL DES,4.0,3.67,DRA,4.33,13.0,Graduate,54811,4.33,4.67,Fall,9,4,3.67,4.0,4.0,2016,1,5.0,GR DRAW THEATRCL DES,5.0,5.0,DRA,5.0,14.0,Graduate,54811,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2015,2,4.0,GR DRAW THEATRCL DES,4.0,4.0,DRA,4.0,9.5,Graduate,54811,4.5,5.0,Fall,9,4,4.5,4.5,4.5,2014,5,4.8,GR DRAW THEATRCL DES,5.0,5.0,DRA,5.0,,Graduate,54811,5.0,5.0,Fall,9,6,5.0,5.0,5.0,2013
1,4.0,DRAPING COST ART/DES,4.0,4.0,DRA,5.0,5.0,Graduate,54814,5.0,5.0,Fall,9,5,5.0,4.0,4.0,2017,4,4.5,DRAPING COST ART/DES,5.0,4.5,DRA,4.75,13.5,Graduate,54814,5.0,5.0,Fall,9,7,5.0,4.5,5.0,2016,4,4.5,DRAPING COST ART/DES,5.0,4.75,DRA,5.0,14.25,Graduate,54814,5.0,5.0,Fall,9,5,5.0,4.75,4.75,2015,4,4.75,DRAPING 1,4.75,4.5,DRA,4.75,14.25,Graduate,54814,4.5,4.75,Fall,9,9,5.0,4.75,4.75,2014,8,4.75,DRAPING 1,4.625,4.875,DRA,4.75,,Graduate,54814,4.875,4.625,Fall,9,14,4.75,4.5,4.5,2013
2,4.0,STAGE MANGMNT:CUE LB,4.0,4.0,DRA,4.0,6.5,Graduate,54816,3.5,4.5,Fall,9,3,4.0,3.5,3.5,2017,2,4.5,STAGE MANGMNT:CUE LB,4.0,4.5,DRA,3.5,3.5,Graduate,54816,4.5,3.5,Fall,9,4,4.5,4.0,4.0,2016,3,5.0,STAGE MANGMNT:CUE LB,5.0,5.0,DRA,4.0,4.0,Graduate,54816,5.0,4.67,Fall,9,3,5.0,4.67,4.67,2015,2,4.0,STAGE MANGMNT:CUE LB,4.0,3.5,DRA,3.0,5.0,Graduate,54816,4.0,4.0,Fall,9,3,4.0,3.5,4.0,2014,2,5.0,STAGE MANGMNT:CUE LB,5.0,5.0,DRA,5.0,,Graduate,54816,5.0,5.0,Fall,9,2,5.0,5.0,4.5,2013
3,4.0,GRAD FIGURE DRAW 1,3.67,4.0,DRA,4.33,3.0,Graduate,54819,4.0,3.67,Fall,9,5,4.0,4.0,3.67,2016,2,4.5,GRAD FIGURE DRAW 1,4.5,4.5,DRA,4.5,2.0,Graduate,54819,4.5,4.0,Spring,1,3,4.5,4.0,4.0,2016,7,4.71,GRAD FIGURE DRAW 1,4.71,4.57,DRA,4.86,2.86,Graduate,54819,4.71,4.71,Fall,9,9,4.71,4.57,4.71,2015,4,4.5,GRAD FIGURE DRAW,5.0,4.25,DRA,4.75,2.75,Graduate,54819,5.0,4.5,Fall,9,9,4.5,4.0,4.75,2014,2,4.0,GRAD FIGURE DRAW II,4.5,4.5,DRA,4.5,,Graduate,54819,4.5,4.5,Fall,9,3,5.0,4.5,4.5,2013
1,4.0,GRAD FIGURE DRAW 1,5.0,5.0,DRA,4.0,2.0,Graduate,54819,4.0,5.0,Fall,9,9,5.0,5.0,5.0,2017,3,4.0,GRAD FIGURE DRAW 1,3.67,4.0,DRA,4.33,3.0,Graduate,54819,4.0,3.67,Fall,9,5,4.0,4.0,3.67,2016,2,4.5,GRAD FIGURE DRAW 1,4.5,4.5,DRA,4.5,2.0,Graduate,54819,4.5,4.0,Spring,1,3,4.5,4.0,4.0,2016,7,4.71,GRAD FIGURE DRAW 1,4.71,4.57,DRA,4.86,2.86,Graduate,54819,4.71,4.71,Fall,9,9,4.71,4.57,4.71,2015,4,4.5,GRAD FIGURE DRAW,5.0,4.25,DRA,4.75,2.75,Graduate,54819,5.0,4.5,Fall,9,9,4.5,4.0,4.75,2014
14,3.5,GRAD SCENOGRAPHY,3.3600000000000003,2.9250000000000003,DRA,3.5700000000000003,10.570000000000002,Graduate,54831,4.07,4.36,Fall,9,18,3.925,3.29,3.7849999999999997,2017,8,3.125,GRAD SCENOGRAPHY,2.75,3.375,DRA,3.75,12.0,Graduate,54831,3.5,4.375,Fall,9,12,3.375,3.25,3.375,2016,8,3.29,GRAD SCENOGRAPHY,3.875,3.335,DRA,4.165,7.25,Graduate,54831,4.0,4.335,Fall,9,18,4.21,3.79,3.875,2015,14,3.8699999999999997,GRAD SCENOGRAPHY,4.095,4.095,DRA,4.485,13.165000000000001,Graduate,54831,4.235,4.5600000000000005,Fall,9,14,4.165,3.7849999999999997,4.335,2014,4,4.0,GRAD SCENOGRAPHY,3.5,4.0,DRA,4.25,,Graduate,54831,4.5,4.5,Fall,9,18,4.0,4.5,4.5,2013
7,3.43,GR STAGE MGT SEMINAR,3.14,3.29,DRA,2.86,3.29,Graduate,54839,3.43,3.71,Spring,1,7,3.57,3.29,3.29,2017,5,4.0,GR STAGE MGT SEMINAR,3.6,3.8,DRA,4.0,2.6,Graduate,54839,4.2,4.0,Fall,9,8,4.0,3.8,3.8,2016,6,3.83,GR STAGE MGT SEMINAR,3.83,4.17,DRA,3.67,2.6,Graduate,54839,4.0,4.17,Fall,9,7,4.0,3.83,3.7999999999999994,2015,4,3.5,GR STAGE MGT SEMINAR,3.5,3.5,DRA,3.25,2.75,Graduate,54839,4.0,4.0,Fall,9,7,3.5,3.5,3.5,2014,7,3.14,GR STAGE MGT SEMINAR,2.57,3.0,DRA,2.57,,Graduate,54839,3.43,3.43,Fall,9,7,3.29,3.14,3.0,2013
4,4.0,GR STAGE MGT SEMINAR,3.75,3.75,DRA,4.0,2.75,Graduate,54839,3.75,4.5,Fall,9,8,4.25,4.0,4.0,2017,7,3.43,GR STAGE MGT SEMINAR,3.14,3.29,DRA,2.86,3.29,Graduate,54839,3.43,3.71,Spring,1,7,3.57,3.29,3.29,2017,5,4.0,GR STAGE MGT SEMINAR,3.6,3.8,DRA,4.0,2.6,Graduate,54839,4.2,4.0,Fall,9,8,4.0,3.8,3.8,2016,6,3.83,GR STAGE MGT SEMINAR,3.83,4.17,DRA,3.67,2.6,Graduate,54839,4.0,4.17,Fall,9,7,4.0,3.83,3.7999999999999994,2015,4,3.5,GR STAGE MGT SEMINAR,3.5,3.5,DRA,3.25,2.75,Graduate,54839,4.0,4.0,Fall,9,7,3.5,3.5,3.5,2014
2,5.0,GRAD COS DES CLASSIC,5.0,5.0,DRA,5.0,17.5,Graduate,54842,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2017,1,5.0,GRAD COS DES CLASSIC,5.0,5.0,DRA,5.0,11.0,Graduate,54842,5.0,5.0,Spring,1,2,5.0,5.0,5.0,2016,3,4.0,GRAD COS DES CLASSIC,4.33,4.0,DRA,4.67,8.0,Graduate,54842,5.0,5.0,Spring,1,4,4.33,4.0,4.33,2015,1,4.0,GRAD COS DES CLASSIC,5.0,4.0,DRA,5.0,,Graduate,54842,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2014,1,3.0,GRAD COSTUME DES II,3.0,2.0,DRA,2.0,,Graduate,54842,3.0,2.0,Spring,1,4,4.0,3.0,2.0,2013
4,4.75,GRAD THINK TANK,4.75,4.75,DRA,5.0,4.25,Graduate,54855,5.0,5.0,Fall,9,5,5.0,4.75,4.75,2017,1,5.0,GRAD THINK TANK,5.0,4.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2017,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,2.0,Graduate,54855,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2016,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2016,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2015
1,5.0,GRAD THINK TANK,5.0,4.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2017,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,2.0,Graduate,54855,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2016,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Spring,1,5,5.0,5.0,5.0,2016,1,5.0,GRAD THINK TANK,5.0,5.0,DRA,5.0,5.0,Graduate,54855,5.0,5.0,Fall,9,5,5.0,5.0,5.0,2015,3,4.0,GRAD THINK TANK,4.67,4.67,DRA,4.67,5.0,Graduate,54855,5.0,4.67,Spring,1,4,4.67,4.33,4.67,2015
3,4.33,GR PRDCTN MGT WKSP,4.33,4.33,DRA,3.67,3.0,Graduate,54859,4.33,4.33,Fall,9,5,4.33,4.33,4.33,2016,3,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,4.0,2.0,Graduate,54859,4.0,4.0,Spring,1,5,4.0,4.0,4.0,2016,4,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,3.25,3.0,Graduate,54859,4.25,4.5,Fall,9,5,4.0,3.75,4.0,2015,2,4.0,GR PRDCTN MGT WKSP I,4.5,4.5,DRA,4.0,3.5,Graduate,54859,4.5,5.0,Fall,9,7,4.5,4.5,4.5,2014,6,4.33,GR PRDCTN MGT WKSP I,4.5,4.33,DRA,4.0,,Graduate,54859,4.33,4.5,Fall,9,7,4.33,4.5,4.5,2013
4,4.75,GR PRDCTN MGT WKSP,4.75,4.75,DRA,4.25,2.0,Graduate,54859,4.75,4.75,Spring,1,5,4.75,4.75,4.75,2017,3,4.33,GR PRDCTN MGT WKSP,4.33,4.33,DRA,3.67,3.0,Graduate,54859,4.33,4.33,Fall,9,5,4.33,4.33,4.33,2016,3,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,4.0,2.0,Graduate,54859,4.0,4.0,Spring,1,5,4.0,4.0,4.0,2016,4,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,3.25,3.0,Graduate,54859,4.25,4.5,Fall,9,5,4.0,3.75,4.0,2015,2,4.0,GR PRDCTN MGT WKSP I,4.5,4.5,DRA,4.0,3.5,Graduate,54859,4.5,5.0,Fall,9,7,4.5,4.5,4.5,2014
4,4.5,GR PRDCTN MGT WKSP,4.5,4.75,DRA,4.0,2.0,Graduate,54859,4.75,4.75,Fall,9,6,4.5,4.25,4.75,2017,4,4.75,GR PRDCTN MGT WKSP,4.75,4.75,DRA,4.25,2.0,Graduate,54859,4.75,4.75,Spring,1,5,4.75,4.75,4.75,2017,3,4.33,GR PRDCTN MGT WKSP,4.33,4.33,DRA,3.67,3.0,Graduate,54859,4.33,4.33,Fall,9,5,4.33,4.33,4.33,2016,3,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,4.0,2.0,Graduate,54859,4.0,4.0,Spring,1,5,4.0,4.0,4.0,2016,4,4.0,GR PRDCTN MGT WKSP,4.0,4.0,DRA,3.25,3.0,Graduate,54859,4.25,4.5,Fall,9,5,4.0,3.75,4.0,2015
2,3.5,GR TCHNCAL DIRECTN 1,4.0,4.0,DRA,3.5,9.5,Graduate,54873,4.0,3.5,Fall,9,5,4.5,4.0,3.5,2017,1,4.0,GR TCHNCAL DIRECTN 1,4.0,4.0,DRA,3.0,8.0,Graduate,54873,4.0,3.0,Fall,9,4,5.0,5.0,3.0,2016,3,3.33,GR TCHNCAL DIRECTN 1,3.33,3.0,DRA,1.0,6.0,Graduate,54873,2.67,3.67,Fall,9,4,3.33,3.33,3.0,2015,2,4.0,GR TCHNCAL DIRECTN 1,3.5,4.0,DRA,4.0,5.0,Graduate,54873,3.5,3.0,Fall,9,3,4.0,4.0,3.0,2014,4,4.5,GR TECHNICAL DIRECTN,4.5,4.75,DRA,3.25,,Graduate,54873,3.25,3.5,Fall,9,4,4.5,4.5,4.25,2013
4,3.5,GRAD MEDA CNCPT STDO,4.25,3.75,DRA,4.25,2.75,Graduate,54875,4.5,4.25,Fall,9,7,5.0,4.75,4.25,2016,4,4.25,GRAD SEMR IN MEDIA,4.5,4.0,DRA,4.0,7.25,Graduate,54875,4.5,4.5,Spring,1,9,5.0,4.25,4.25,2016,2,5.0,GRAD SEMR IN MEDIA,5.0,5.0,DRA,5.0,5.0,Graduate,54875,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2015,1,5.0,GRAD SEMR IN MEDIA,5.0,5.0,DRA,5.0,5.0,Graduate,54875,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2014,1,5.0,GRAD SEMR IN MEDIA,5.0,5.0,DRA,5.0,,Graduate,54875,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2013
